PLUGIN_START,Amp Room Guvnor.ssx
MAP_START,ksyw,Amp Room Guvnor,Default,MARSHALL GUVNOR,,SSX_TYPE_AMP_ROOM_MODULE,,
MAP_START,ST00,Model 82 LFO,ModularM82LFO,,,SSX_TYPE_MODULAR_MODULE,,
PARAMETER,0,Rate,,MODULE_Param1,0.5,,,,,
PARAMETER,1,DAW Division,,MODULE_Param2,1.0,,,,,
PARAMETER,2,DAW Sync,,MODULE_Param3,0.0,,,,,
PARAMETER,3,Waveform,,MODULE_Param4,0.0,,,,,
PARAMETER,4,Subsystem,,,0.0,,,,,
METER,0,eMeterLFOLED,MODULE_Meter1,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Console 1 American Class A Shape.ssx
MAP_START,good,Console 1 American Class A Shape,Default,American Class A Shape,ACA,SSX_TYPE_CONSOLE1_SHAPE,,
PARAMETER,0,Shape On,,,1.0,,,,,
PARAMETER,1,Shape Gate,Gate,SHAPE_Gate,0.0,,,,,
PARAMETER,2,Shape Hard Gate,Hard Gate,SHAPE_HardGate,0.0,,,2,,
PARAMETER,3,Shape Gate Release,Gate Release,SHAPE_GateRelease,0.5,,,,,
PARAMETER,4,Shape Sustain,Sustain,SHAPE_Sustain,0.5,,,,KNOB_MODE_BIPOLAR,
PARAMETER,5,Shape Punch,Punch,SHAPE_Punch,0.5,,,,KNOB_MODE_BIPOLAR,
PARAMETER,6,External Sidechain,,,1.0,,,,,
METER,0,eMeterReductionShape,SHAPE_MeterReduction,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Tape.ssx
MAP_START,nnfw,Tape,Default,,,,,
PARAMETER,0,Meter,,,0.0,,,,,
PARAMETER,1,Color Amount,,MAIN_ColorAmount,0.5,,,,,
PARAMETER,2,Color Type,,MAIN_ColorType,1.0,,,,,
PARAMETER,3,Tape Speed,,MAIN_TapeSpeed,0.75,,,,,
PARAMETER,4,Dry/Wet,,MAIN_DryWet,1.0,,,,,
PARAMETER,5,Speed Stability,,MAIN_SpeedStability,0.0,,,,,
PARAMETER,6,High Freq Trim,,MAIN_HighFreqTrim,0.5,,,,,
PARAMETER,7,Crosstalk,,,0.0,,,,,
PARAMETER,8,Input,,MAIN_Input,0.6,,,,,
PARAMETER,9,Output,,MAIN_Output,0.6,,,,,
PARAMETER,10,Noise,,MAIN_Noise,0.0,,,,,
PARAMETER,11,Playback,,MAIN_Playback,1.0,,,,,
PARAMETER,12,View,,,0.0,,,,,
PARAMETER,13,Reserved,,,0.0,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,nnfw,Tape,C1FOut,,,SSX_TYPE_CONSOLE1_DRIVE,,
PARAMETER,0,Meter,,,0.0,,,,,
PARAMETER,1,Color Amount,,OUT_Drive,0.5,,,,,
PARAMETER,2,Color Type,,OUT_Drive_Character,0.0,1.0,0.0,,,
PARAMETER,3,Tape Speed,,,0.75,,,,,
PARAMETER,4,Dry/Wet,,,1.0,,,,,
PARAMETER,5,Speed Stability,,,0.0,,,,,
PARAMETER,6,High Freq Trim,,,0.5,,,,,
PARAMETER,7,Crosstalk,,,0.0,,,,,
PARAMETER,8,Input,,,0.6,,,,,
PARAMETER,9,Output,,,0.6,,,,,
PARAMETER,10,Noise,,,0.0,,,,,
PARAMETER,11,Playback,,,1.0,,,,,
PARAMETER,12,View,,,0.0,,,,,
PARAMETER,13,Reserved,,,0.0,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,nnfw,Tape,AmpRoomTape,Softube Tape,,SSX_TYPE_AMP_ROOM_MODULE,,
PARAMETER,0,Meter,,,0.0,,,,,
PARAMETER,1,Color Amount,,SUBPLUGIN_Param1,0.5,,,,,
PARAMETER,2,Color Type,,SUBPLUGIN_Param2,0.0,,,,,
PARAMETER,3,Tape Speed,,SUBPLUGIN_Param3,0.75,,,,,
PARAMETER,4,Dry/Wet,,SUBPLUGIN_Param4,1.0,,,,,
PARAMETER,5,Speed Stability,,SUBPLUGIN_Param5,0.0,,,,,
PARAMETER,6,High Freq Trim,,SUBPLUGIN_Param6,0.5,,,,,
PARAMETER,7,Crosstalk,,SUBPLUGIN_Param7,0.0,,,,,
PARAMETER,8,Input,,SUBPLUGIN_Param8,0.6,,,,,
PARAMETER,9,Output,,SUBPLUGIN_Param9,0.6,,,,,
PARAMETER,10,Noise,,SUBPLUGIN_Param11,0.0,,,,,
PARAMETER,11,Playback,,SUBPLUGIN_Param10,1.0,,,,,
PARAMETER,12,View,,,0.0,,,,,
PARAMETER,13,Reserved,,,0.0,,,,,
METER,0,eMeterLevelVUL,
METER,1,eMeterLevelVUR,
METER,2,eMeterTHDVUL,
METER,3,eMeterTHDVUR,
METER,4,eMeterTransportState,
METER,5,eMeterSidebarIn,SUBPLUGIN_Meter1,
METER,6,eMeterSidebarOut,SUBPLUGIN_Meter2,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,nnfw,Tape,Alt1,,,SSX_TYPE_CONSOLE1_SHAPE,,
PARAMETER,0,Meter,,,0.0,,,,,
PARAMETER,1,Color Amount,Amount,SHAPE_Gate,0.5,,,,,
PARAMETER,2,Color Type,Type,SHAPE_GateRelease,0.0,1.0,0.0,,,
PARAMETER,3,Tape Speed,,SHAPE_Sustain,0.75,,,,,
PARAMETER,4,Dry/Wet,,,1.0,,,,,
PARAMETER,5,Speed Stability,Stability,SHAPE_Punch,0.0,,,,,
PARAMETER,6,High Freq Trim,,,0.5,,,,,
PARAMETER,7,Crosstalk,,,0.0,,,,,
PARAMETER,8,Input,,,0.6,,,,,
PARAMETER,9,Output,,,0.6,,,,,
PARAMETER,10,Noise,,,0.0,,,,,
PARAMETER,11,Playback,,,1.0,,,,,
PARAMETER,12,View,,,0.0,,,,,
PARAMETER,13,Reserved,,,0.0,,,,,
METER,0,eMeterLevelVUL,
METER,1,eMeterLevelVUR,
METER,2,eMeterTHDVUL,
METER,3,eMeterTHDVUR,
METER,4,eMeterTransportState,
METER,5,eMeterSidebarIn,
METER,6,eMeterSidebarOut,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,nnfw,Tape,C1PreA,Tape: Type A,,SSX_TYPE_CONSOLE1_PRE_AMP,,
PARAMETER,0,Meter,,,0.0,,,,,
PARAMETER,1,Color Amount,,,0.5,,,,,
PARAMETER,2,Color Type,,,1.0,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,nnfw,Tape,C1PreB,Tape: Type B,,SSX_TYPE_CONSOLE1_PRE_AMP,,
PARAMETER,0,Meter,,,0.0,,,,,
PARAMETER,1,Color Amount,,,0.5,,,,,
PARAMETER,2,Color Type,,,0.5,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,nnfw,Tape,C1PreC,Tape: Type C,,SSX_TYPE_CONSOLE1_PRE_AMP,,
PARAMETER,0,Meter,,,0.0,,,,,
PARAMETER,1,Color Amount,,,0.5,,,,,
PARAMETER,2,Color Type,,,0.0,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Amp Room Cut Shelving Filter.ssx
MAP_START,fgqx,Amp Room Cut Shelving Filter,LowCut,UTILITY LOW CUT,,SSX_TYPE_AMP_ROOM_MODULE,,
PARAMETER,0,Frequency,Lo Cut,SUBPLUGIN_Param1,0.5,,,,,
PARAMETER,1,Filter Gain,,,0.5,,,,,
PARAMETER,2,Low or high frequency,,,0.0,,,,,
PARAMETER,3,Cut or shelving,,,0.0,,,,,
METER,0,eMeterCutShelvLeft,SUBPLUGIN_Meter1,
METER,1,eMeterCutShelvRight,SUBPLUGIN_Meter2,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,fgqx,Amp Room Cut Shelving Filter,HighCut,UTILITY HIGH CUT,,SSX_TYPE_AMP_ROOM_MODULE,,
PARAMETER,0,Frequency,Hi Cut,SUBPLUGIN_Param1,0.5,,,,,
PARAMETER,1,Filter Gain,,,0.5,,,,,
PARAMETER,2,Low or high frequency,,,1.0,,,,,
PARAMETER,3,Cut or shelving,,,0.0,,,,,
METER,0,eMeterCutShelvLeft,SUBPLUGIN_Meter1,
METER,1,eMeterCutShelvRight,SUBPLUGIN_Meter2,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,fgqx,Amp Room Cut Shelving Filter,LowShelving,UTILITY LOW SHELVING,,SSX_TYPE_AMP_ROOM_MODULE,,
PARAMETER,0,Frequency,,SUBPLUGIN_Param1,0.5,,,,,
PARAMETER,1,Filter Gain,Lo Gain,SUBPLUGIN_Param2,0.5,,,,,
PARAMETER,2,Low or high frequency,,,0.0,,,,,
PARAMETER,3,Cut or shelving,,,1.0,,,,,
METER,0,eMeterCutShelvLeft,SUBPLUGIN_Meter1,
METER,1,eMeterCutShelvRight,SUBPLUGIN_Meter2,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,fgqx,Amp Room Cut Shelving Filter,HighShelving,UTILITY HIGH SHELVING,,SSX_TYPE_AMP_ROOM_MODULE,,
PARAMETER,0,Frequency,,SUBPLUGIN_Param1,0.5,,,,,
PARAMETER,1,Filter Gain,Hi Gain,SUBPLUGIN_Param2,0.5,,,,,
PARAMETER,2,Low or high frequency,,,1.0,,,,,
PARAMETER,3,Cut or shelving,,,1.0,,,,,
METER,0,eMeterCutShelvLeft,SUBPLUGIN_Meter1,
METER,1,eMeterCutShelvRight,SUBPLUGIN_Meter2,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Amp Room ACA EQ.ssx
MAP_START,nllo,Amp Room ACA EQ,AmpRoomACAEQ,ACA 55 EQ,,SSX_TYPE_AMP_ROOM_MODULE,,
PARAMETER,0,EQ On,,,1.0,,,,,
PARAMETER,1,EQ Low Type,Low Type,SUBPLUGIN_Param1,0.0,,0.5,,,
PARAMETER,2,EQ Low Frequency,Low Frequency,SUBPLUGIN_Param2,0.5,,,,,
PARAMETER,3,EQ Low Gain,Low Gain,SUBPLUGIN_Param3,0.5,,,,,
PARAMETER,4,EQ Low Mid Frequency,Low Mid Freq,SUBPLUGIN_Param4,0.5,,,,,
PARAMETER,5,EQ Low Mid Q,,,0.5,,,,,
PARAMETER,6,EQ Low Mid Gain,Low Mid Gain,SUBPLUGIN_Param5,0.5,,,,,
PARAMETER,7,EQ High Mid Frequency,High Mid Freq,SUBPLUGIN_Param6,0.5,,,,,
PARAMETER,8,EQ High Mid Q,,,0.5,,,,,
PARAMETER,9,EQ High Mid Gain,High Mid Gain,SUBPLUGIN_Param7,0.5,,,,,
PARAMETER,10,EQ High Type,High Type,SUBPLUGIN_Param8,0.0,,0.5,,,
PARAMETER,11,EQ High Frequency,High Frequency,SUBPLUGIN_Param9,0.5,,,,,
PARAMETER,12,EQ High Gain,High Gain,SUBPLUGIN_Param10,0.5,,,,,
PARAMETER,13,EQ Gain Multiplier,,,1.0,,,,,
PARAMETER,14,EQ Auto Multiplier,,,0.0,,,,,
PARAMETER,15,EQ Auto Low Gain,,,1.0,,,,,
PARAMETER,16,EQ Auto Low Mid Gain,,,1.0,,,,,
PARAMETER,17,EQ Auto High Mid Gain,,,1.0,,,,,
PARAMETER,18,EQ Auto High Gain,,,1.0,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Marshall 1960TV 4x12.ssx
MAP_START,ST45,Marshall 1960TV 4x12,AmpRoomSSXLoader_FabCab1960TV,,,SSX_TYPE_AMP_ROOM_CAB_SUB_MODULE,,
PARAMETER,0,Mic Type,,SUBPLUGIN_Param1,0.0,,,,,
PARAMETER,1,Offset,,SUBPLUGIN_Param2,0.5,,,,,
PARAMETER,2,Position,,SUBPLUGIN_Param3,0.333333,,,,,
PARAMETER,3,Phase Align,,SUBPLUGIN_Param4,1.0,,,,,
PARAMETER,4,Reserved1,,,0.5,,,,,
PARAMETER,5,Reserved2,,,0.5,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Doepfer A-110-1 VCO.ssx
MAP_START,ncx0,Doepfer A-110-1 VCO,Default,,,SSX_TYPE_MODULAR_MODULE,,
PARAMETER,0,Range,,MODULE_Param1,0.5,,,,,
PARAMETER,1,Tune,,MODULE_Param2,0.5,,,,,
PARAMETER,2,CV2,,MODULE_Param3,0.5,,,,,
PARAMETER,3,PW,,MODULE_Param4,0.5,,,,,
PARAMETER,4,PW CV2,,MODULE_Param5,0.5,,,,,
PARAMETER,5,Subsystem,,,0.0,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Model 82 VCF.ssx
MAP_START,ST03,Model 82 VCF,ModularM82VCF,,,SSX_TYPE_MODULAR_MODULE,,
PARAMETER,0,Frequency,,MODULE_Param1,0.5,,,,,
PARAMETER,1,Resonance,,MODULE_Param2,0.33,,,,,
PARAMETER,2,Cutoff CV Amount,,MODULE_Param3,0.5,,,,,
PARAMETER,3,Reso CV Amount,,MODULE_Param4,0.5,,,,,
PARAMETER,4,Level,,MODULE_Param5,1.0,,,,,
PARAMETER,5,Subsystem,,,0.0,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Active Equalizer.ssx
MAP_START,AcEQ,Active Equalizer,Default,,Active,SSX_TYPE_CONSOLE1_EQUALIZER,,
PARAMETER,0,Low Gain,,EQ_LF_Gain,0.5455,,,,KNOB_MODE_SINGLE,
PARAMETER,1,Low Frequency,Frequency,EQ_LF_Freq,0.5455,1.0,0.0,,KNOB_MODE_SINGLE,
PARAMETER,2,Low Width,Width,EQ_LF_Type,0.0,1.0,0.0,,,
PARAMETER,3,Middle Gain,Mid Gain,EQ_LMF_Gain,0.5455,,,,KNOB_MODE_SINGLE,
PARAMETER,4,Middle Frequency,Frequency,EQ_LMF_Freq,0.5455,1.0,0.0,,KNOB_MODE_SINGLE,
PARAMETER,5,Middle Width,Width,EQ_LMF_Q,0.0,1.0,0.0,,,
PARAMETER,6,High Gain,,EQ_HF_Gain,0.5455,,,,KNOB_MODE_SINGLE,
PARAMETER,7,High Frequency,Frequency,EQ_HF_Freq,0.5455,1.0,0.0,,KNOB_MODE_SINGLE,
PARAMETER,8,High Width,Width,EQ_HF_Type,0.0,1.0,0.0,,,
PARAMETER,9,Low Cut,,,1.0,,,,,
PARAMETER,10,High Cut,,,0.0,,,,,
PARAMETER,11,Output,,,0.5,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Console 1 ELI Trak Pak Comp.ssx
MAP_START,wheg,Console 1 ELI Trak Pak Comp,Default,Empirical Labs Trak Pak Compressor,ELI Trak Pak,SSX_TYPE_CONSOLE1_COMPRESSOR,0.25,
PARAMETER,0,Attack,,COMP_Attack,0.25,,,,,
PARAMETER,1,Ratio,,COMP_Ratio,0.4,0.2,,5,,
PARAMETER,2,Release,,COMP_Release,0.333333,,,,,
PARAMETER,3,Threshold,,COMP_Threshold,0.5,0.2,0.95,,,
METER,0,eMeterInputL,
METER,1,eMeterInputR,
METER,2,eMeterOutputL,
METER,3,eMeterOutputR,
METER,4,eMeterInputClipDet,
METER,5,eMeterCleanClipDet,
METER,6,eMeterGainRedClipDet,
METER,7,eMeterOutputClipDet,
METER,8,eMeterToastyWarm,
METER,9,eMeterGRLeds,
METER,10,eMeterGainReduction,COMP_MeterReduction,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Console 1 Chandler Limited Input.ssx
MAP_START,jpjf,Console 1 Chandler Limited Input,Default,Chandler Limited Zener-Bender Filters,Chandler,SSX_TYPE_CONSOLE1_FILTER,,
PARAMETER,0,Low Cut,,IN_Low_Cut,0.0,,,,,
PARAMETER,1,High Cut,,IN_High_Cut,1.0,,,,KNOB_MODE_REVERSED,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Amp Room Gate.ssx
MAP_START,qavn,Amp Room Gate,Default,SOFTUBE TROLLEGATER,,SSX_TYPE_AMP_ROOM_MODULE,,
PARAMETER,0,Threshold,Threshold,SUBPLUGIN_Param1,0.0,,,,,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Wasted Space.ssx
MAP_START,ajok,Wasted Space,WastedSpaceAmpRoom,,,SSX_TYPE_AMP_ROOM_MODULE,,
PARAMETER,0,Predelay,,SUBPLUGIN_Param1,0.0,,,,,
PARAMETER,1,Time,,SUBPLUGIN_Param2,0.5,,,,,
PARAMETER,2,Filter Type,,SUBPLUGIN_Param3,1.0,,,,,
PARAMETER,3,Rate,,SUBPLUGIN_Param4,1.0,,,,,
PARAMETER,4,High Pass,,SUBPLUGIN_Param5,0.0,,,,,
PARAMETER,5,Dry/Wet,,SUBPLUGIN_Param6,0.25,,,,,
METER,0,eMeterInput,SUBPLUGIN_Meter1,
METER,1,eMeterOutput,SUBPLUGIN_Meter2,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
MAP_START,ajok,Wasted Space,WastedSpaceModular,,,SSX_TYPE_MODULAR_MODULE,,
PARAMETER,0,Predelay,,MODULE_Param1,0.0,,,,,
PARAMETER,1,Time,,MODULE_Param2,0.5,,,,,
PARAMETER,2,Filter Type,,MODULE_Param3,1.0,,,,,
PARAMETER,3,Rate,,MODULE_Param4,1.0,,,,,
PARAMETER,4,High Pass,,MODULE_Param5,0.0,,,,,
PARAMETER,5,Dry/Wet,,MODULE_Param6,0.25,,,,,
METER,0,eMeterInput,MODULE_Meter1,
METER,1,eMeterOutput,MODULE_Meter2,
MAP_END,-------,-------,-------,-------,-------,-------,-------,-------,-------
PLUGIN_END,=======,=======,=======,=======,=======,=======,=======,=======,=======
PLUGIN_START,Weiss Compressor Limiter.ssx
MAP_START,gaeu,Weiss Compressor Limiter,Default,,Weiss Comp/Lim,SSX_TYPE_CONSOLE1_COMPRESSOR,,
PARAMETER,0,Input Gain,,,0.5,,,,,
PARAMETER,1,Output Gain,,,0.5,,,,,
PARAMETER,2,Limiter Gain,,,0.0,,,,,
PARAMETER,3,Safety Limiter,,,1.0,,,,,
PARAMETER,4,Safety Limiter Mode,,,0.1,,,,,
